Iterazione,AccelX_T1_Mean,AccelX_T1_Variance,AccelX_T1_StdDev,AccelX_T1_Max,AccelX_T1_Min,AccelX_T1_AbsDerivative,AccelY_T1_Mean,AccelY_T1_Variance,AccelY_T1_StdDev,AccelY_T1_Max,AccelY_T1_Min,AccelY_T1_AbsDerivative,AccelZ_T1_Mean,AccelZ_T1_Variance,AccelZ_T1_StdDev,AccelZ_T1_Max,AccelZ_T1_Min,AccelZ_T1_AbsDerivative,AccelX_T2_Mean,AccelX_T2_Variance,AccelX_T2_StdDev,AccelX_T2_Max,AccelX_T2_Min,AccelX_T2_AbsDerivative,AccelY_T2_Mean,AccelY_T2_Variance,AccelY_T2_StdDev,AccelY_T2_Max,AccelY_T2_Min,AccelY_T2_AbsDerivative,AccelZ_T2_Mean,AccelZ_T2_Variance,AccelZ_T2_StdDev,AccelZ_T2_Max,AccelZ_T2_Min,AccelZ_T2_AbsDerivative,AccelT1_SMA,AccelT2_SMA,Label
97,996.407,582513.668,763.226,2242,12,493,2068.247,519492.706,720.758,3656,945,696,1278.72,337630.028,581.059,2143,19,393,1879.907,546808.258,739.465,3989,13,5,1285.58,626416.564,791.465,2569,13,781,1436.993,320673.58,566.28,3352,13,234,4343.373333333333,4602.48,running
98,966.167,514691.406,717.42,1995,12,1268,1817.047,328403.218,573.065,3229,861,1510,1418.88,246815.546,496.805,2076,23,678,1875.32,319314.338,565.079,3916,13,1557,1212.113,407973.114,638.728,2355,13,729,1417.247,236931.532,486.756,2826,13,559,4202.093333333333,4504.68,running
99,1062.66,569897.224,754.915,2553,12,1969,1973.24,503603.782,709.65,3562,1030,274,1330.913,306494.679,553.62,2521,18,1965,1771.173,213757.05,462.339,2633,16,305,1302.907,545575.405,738.631,2588,13,182,1443.967,226787.912,476.223,2847,16,87,4366.8133333333335,4518.046666666667,running
0,36193.313,573608205.468,23950.119,65529,106,17222,32721.913,42120028.879,6489.995,48132,14596,1280,42532.307,133979305.119,11574.943,63497,1545,7936,1747.9,572.557,23.928,1826,1682,18,1340.24,648.649,25.469,1423,1275,5,2100.333,866.356,29.434,2177,2017,27,111447.53333333334,5188.473333333333,sitting
1,40253.287,545590523.378,23357.879,65426,106,19270,36307.487,212254660.943,14568.962,65283,2051,26880,37053.673,166514267.247,12904.041,65289,265,6913,1756.287,555.444,23.568,1844,1683,32,1305.587,2132.162,46.175,1426,1211,55,2029.233,6971.752,83.497,2155,1878,150,113614.44666666667,5091.106666666667,sitting
2,42913.793,280749255.017,16755.574,64898,400,28230,25927.387,517744209.57,22753.993,65283,4,14335,32711.867,322909908.329,17969.694,65289,521,30209,1781.247,264.466,16.262,1824,1741,11,1267.993,718.327,26.802,1366,1217,102,1960.573,2219.658,47.113,2095,1878,136,101553.04666666666,5009.8133333333335,sitting
3,33456.967,496724938.499,22287.327,65273,400,4282,41007.867,131312289.769,11459.157,64259,7939,23808,41694.333,242435504.356,15570.341,64777,777,28928,1762.613,468.77,21.651,1824,1705,66,1306.2,616.773,24.835,1384,1244,54,2036.04,1019.278,31.926,2100,1909,139,116159.16666666667,5104.8533333333335,sitting
4,38689.42,507868861.71,22535.946,65117,350,51270,30627.8,205866693.707,14348.055,64259,2563,48383,33365.773,226888680.815,15062.824,65289,265,8192,1759.027,393.826,19.845,1824,1666,22,1323.96,502.038,22.406,1383,1267,23,2077.06,847.91,29.119,2146,1975,25,102682.99333333333,5160.046666666667,sitting
5,38407.633,368493352.366,19196.181,65107,3285,20806,30235.22,445212061.825,21100.049,65028,515,5119,37542.847,383147096.21,19574.144,65288,7,2049,1765.78,298.785,17.285,1815,1717,12,1316.693,281.679,16.783,1357,1267,33,2068.947,372.704,19.306,2146,2022,4,106185.7,5151.42,sitting
6,31184.833,396376230.659,19909.2,65107,163,15942,19881.073,223729718.521,14957.597,65028,516,43520,32919.227,454604974.469,21321.467,65288,7,8705,1778.34,251.518,15.859,1838,1731,23,1316.98,416.433,20.407,1387,1275,58,2068.46,785.648,28.029,2141,1976,59,83985.13333333333,5163.78,sitting
7,42151.687,213817026.375,14622.484,64149,398,53690,22645.447,68211390.167,8259.019,64516,2051,24577,42741.2,422105813.2,20545.214,65032,8,4608,1787.873,365.017,19.105,1855,1731,15,1314.14,840.747,28.996,1387,1246,77,2071.347,1294.546,35.98,2141,1987,1,107538.33333333333,5173.36,sitting
8,42929.74,310398868.272,17618.14,64769,39,23482,21295.533,173201001.902,13160.585,64772,1539,4864,24660.72,280001381.108,16733.242,64264,8,26368,1791.773,327.762,18.104,1855,1756,65,1311.5,422.277,20.549,1363,1260,6,2066.187,572.338,23.924,2120,1987,21,88885.99333333333,5169.46,sitting
9,55110.033,42923104.686,6551.573,65155,39,3654,17399.06,9655945.336,3107.402,25091,8195,6912,22339.733,13716611.982,3703.594,32520,11784,8704,1792.873,204.844,14.312,1840,1756,1,1302.66,692.651,26.318,1364,1240,30,2051.353,1633.775,40.42,2141,1968,38,94848.82666666666,5146.886666666666,sitting
10,36816.087,485418344.946,22032.212,64828,32,49734,27323.56,222117153.78,14903.595,62724,515,19457,28731.553,298803850.127,17285.944,64264,9,42241,1783.607,409.359,20.233,1838,1729,1,1314.52,685.956,26.191,1374,1242,61,2061.12,1622.519,40.281,2141,1936,36,92871.2,5159.246666666667,sitting
11,14023.367,309704882.606,17598.434,65197,170,15290,41178.933,35619774.969,5968.23,63748,25604,35072,42986.28,632383882.308,25147.244,65289,9,15872,1803.3,623.103,24.962,1876,1730,57,1304.46,586.288,24.213,1376,1243,84,2050.193,835.116,28.898,2133,1970,63,98188.58,5157.953333333333,sitting
12,23305.74,373626540.166,19329.422,65311,270,17338,44604.08,141304854.874,11887.172,64772,770,18944,34920.587,267897412.962,16367.572,64009,521,45824,1792.02,328.62,18.128,1876,1748,92,1305.56,519.446,22.791,1376,1239,11,2044.713,745.564,27.305,2133,1976,52,102830.40666666666,5142.293333333333,sitting
13,22846.46,145038138.502,12043.178,64194,201,6982,52202.353,18409087.362,4290.581,62980,38916,10496,22275.88,82522468.079,9084.188,42249,777,3584,1781.853,228.712,15.123,1836,1741,0,1307.047,330.991,18.193,1358,1266,14,2053.333,447.689,21.159,2095,1984,13,97324.69333333333,5142.233333333334,sitting
14,30954.647,267574606.322,16357.708,65438,168,19386,42590.507,137941432.917,11744.847,64772,10756,41728,30013.907,430153222.645,20740.136,65033,9,33280,1789.04,208.918,14.454,1830,1748,1,1296.867,247.956,15.747,1344,1249,29,2037.6,248.053,15.75,2079,1991,21,103559.06,5123.506666666667,sitting
15,35898.673,379392587.113,19478.003,65438,14,6214,31590.66,314315773.384,17728.953,65285,261,25345,30321.04,402475229.292,20061.785,65033,265,21759,1776.473,214.876,14.659,1818,1744,40,1303.373,284.754,16.875,1348,1247,2,2043.84,591.188,24.314,2107,1976,21,97810.37333333334,5123.6866666666665,sitting
16,32906.7,170559218.89,13059.832,63366,1061,13382,20880.973,604971359.599,24596.166,65285,5,10496,23801.373,499700188.287,22353.975,65289,9,2048,1777.587,229.042,15.134,1816,1734,13,1303.567,350.072,18.71,1363,1245,29,2042.707,399.421,19.986,2107,1977,48,77589.04666666666,5123.86,sitting
17,25001.233,228118933.592,15103.607,64088,838,44986,24328.267,457155409.636,21381.193,65028,5,51201,23949.86,576847730.88,24017.655,65289,9,23297,1783.653,334.986,18.303,1829,1730,51,1295.553,331.407,18.205,1363,1255,9,2032.107,427.789,20.683,2084,1973,24,73279.36,5111.3133333333335,sitting
18,28622.593,386283629.588,19654.1,65459,641,22598,35825.26,296864578.459,17229.759,64774,1540,18690,35416.82,241013379.641,15524.606,64520,776,54017,1767.2,313.227,17.698,1829,1721,32,1300.747,485.282,22.029,1352,1234,23,2032.553,614.007,24.779,2091,1959,10,99864.67333333334,5100.5,sitting
19,30890.567,389096653.912,19725.533,65385,305,40122,35357.707,264979952.047,16278.205,65030,515,12282,33579.093,333991019.805,18275.421,65287,519,15107,1771.92,33193.46,182.191,2572,926,10,1272.353,8952.335,94.617,1540,918,274,1834.16,115800.428,340.295,2460,594,1240,99827.36666666667,4878.433333333333,sitting
20,35274.807,415225841.343,20377.091,65254,381,18758,34684.947,345344572.344,18583.449,65283,515,13569,32328.347,353362201.72,18797.931,65029,516,62209,1827.113,8376.407,91.523,2288,1484,46,1335.593,27936.695,167.143,1716,1026,10,1245.94,42017.83,204.983,1646,735,193,102288.1,4408.6466666666665,sitting
21,33381.927,340156240.575,18443.325,65353,629,11078,34377.86,370503811.28,19248.476,65285,516,4352,34664.92,382560250.887,19559.147,65286,775,31233,1749.333,57124.342,239.007,2448,20,32,1259.593,24389.268,156.171,1842,473,156,1453.24,54561.929,233.585,2854,22,270,102424.70666666667,4462.166666666667,sitting
22,35856.407,349117319.188,18684.681,64761,6,24250,35005.367,419115228.766,20472.304,65283,516,8193,31462.573,368230444.565,19189.332,64264,7,49664,1803.0,41089.987,202.707,2892,1146,120,1319.647,133309.508,365.116,3613,305,127,1433.907,73804.885,271.671,2900,840,424,102324.34666666666,4556.553333333333,sitting
23,32314.887,322176567.794,17949.278,64182,80,55738,29856.28,299148202.615,17295.901,65283,1026,26112,28728.347,409570889.64,20237.858,65287,7,19454,1789.093,17150.045,130.958,2198,1325,143,1274.5,86149.797,293.513,2040,23,605,1557.0,179739.867,423.957,2318,342,488,90899.51333333334,4620.593333333333,sitting
24,37820.407,373447475.561,19324.789,64554,47,582,31354.807,199033589.529,14107.926,62723,515,255,28965.62,351693373.929,18753.49,65288,8,16895,1790.093,812.858,28.511,1941,1724,24,1227.913,2764.066,52.574,1348,800,51,1786.207,9808.337,99.037,1929,1543,4,98140.83333333333,4804.213333333333,sitting
25,34144.06,283882595.803,16848.816,64767,530,9658,29139.32,294028913.084,17147.271,64516,3,4609,32962.927,291898355.935,17085.033,65288,520,3329,1816.047,745.938,27.312,1941,1750,14,1249.627,2580.421,50.798,1349,800,36,1910.353,9160.255,95.709,2033,1559,330,96246.30666666667,4976.026666666667,sitting
26,28761.047,341142951.751,18470.056,64767,158,54714,31888.393,471965531.705,21724.768,65285,5,42498,32336.073,366324489.521,19139.605,65287,6,1793,1816.473,1087.689,32.98,1917,1718,56,1291.993,2219.047,47.107,1544,1185,1,2022.253,3475.789,58.956,2257,1884,72,92985.51333333334,5130.72,sitting
27,26484.167,186616346.712,13660.759,64183,158,16966,44241.84,538203433.694,23199.212,65285,261,1280,45594.727,414327890.652,20355.046,65286,6,34048,1799.12,1294.066,35.973,1917,1718,102,1262.78,2647.398,51.453,1470,1143,124,1923.56,8799.153,93.804,2121,1751,1,116320.73333333334,4985.46,sitting
28,23244.727,42044337.172,6484.16,35687,4662,10310,53520.947,157197565.224,12537.845,65029,5,5632,50991.033,156665319.219,12516.602,63751,774,2048,1816.68,337.284,18.365,1865,1768,48,1272.773,443.282,21.054,1329,1212,0,1986.833,540.219,23.243,2052,1916,40,127756.70666666667,5076.286666666667,sitting
29,15777.873,74801438.057,8648.782,65341,27,3910,33530.74,754783341.792,27473.321,65029,5,54272,48368.307,106271724.453,10308.818,62215,7,5121,1797.0,521.52,22.837,1862,1728,8,1286.193,625.369,25.007,1351,1205,17,2014.48,1083.783,32.921,2091,1926,100,97676.92,5097.673333333333,sitting
30,25092.673,248412941.673,15761.121,64990,1494,22970,19109.413,477477021.816,21851.248,65285,261,38656,41529.907,426475167.951,20651.275,65286,7,27649,1794.987,529.653,23.014,1876,1736,13,1296.807,699.929,26.456,1370,1233,25,2039.22,898.572,29.976,2109,1956,10,85731.99333333333,5131.013333333333,sitting
31,18071.26,117221532.806,10826.889,63214,860,2374,47163.607,351517438.039,18748.798,65029,5,49409,44795.88,136600705.812,11687.63,62983,1798,43007,1806.913,666.972,25.826,1885,1736,7,1291.347,2894.013,53.796,1548,1062,29,2025.313,2320.602,48.173,2221,1857,28,110030.74666666667,5123.573333333334,sitting
32,11614.753,7588235.079,2754.675,20255,4489,8774,59040.307,97059599.519,9851.883,65285,5,3584,47403.573,3687797.445,1920.364,51974,42758,1280,1800.78,216.745,14.722,1856,1743,19,1287.013,244.666,15.642,1333,1232,22,2015.947,337.917,18.383,2062,1947,11,118058.63333333333,5103.74,sitting
33,13587.473,12351111.529,3514.415,24747,5180,1466,59091.507,30041437.343,5481.007,65029,517,54272,47838.753,4373192.506,2091.218,54534,41734,2047,1805.687,277.028,16.644,1844,1768,24,1293.84,753.361,27.447,1388,1201,20,2034.313,1775.842,42.141,2125,1966,58,120517.73333333334,5133.84,sitting
34,13751.127,12098769.257,3478.329,21464,6200,3910,58125.533,95414663.396,9768.043,65285,261,52736,47988.96,4832504.972,2198.296,54534,41734,1279,1806.8,240.64,15.513,1846,1756,26,1315.62,309.116,17.582,1373,1274,12,2080.467,396.716,19.918,2127,1999,45,119865.62,5202.886666666666,sitting
35,10677.233,6880369.752,2623.046,17803,4558,1210,49290.12,650522324.719,25505.339,65285,5,56576,47369.633,6722161.312,2592.713,55558,41222,1535,1799.76,192.849,13.887,1837,1758,14,1319.147,294.845,17.171,1369,1266,16,2090.413,324.282,18.008,2136,2053,26,107336.98666666666,5209.32,sitting
36,19676.3,315633476.81,17766.077,65124,1353,35770,46279.347,585286968.146,24192.705,65285,5,58368,41491.88,171294715.306,13087.961,61447,262,11521,1789.847,1095.69,33.101,1897,1663,32,1330.32,655.671,25.606,1443,1241,42,2102.767,762.179,27.608,2180,2026,43,107447.52666666667,5222.933333333333,sitting
37,37652.433,322131334.232,17948.018,65015,451,18502,32772.153,267833341.37,16365.615,64517,7,4864,40205.9,249096492.53,15782.791,64773,262,36351,1787.52,1980.863,44.507,1938,1530,69,1339.08,709.567,26.638,1419,1241,61,2120.68,1323.658,36.382,2244,2026,1,110630.48666666666,5247.28,sitting
38,36829.633,277698950.232,16664.302,65215,78,17338,36379.907,384694697.311,19613.635,65028,4,18432,34495.74,392247691.779,19805.244,65286,6,40191,1805.94,426.856,20.66,1884,1757,14,1334.347,543.893,23.322,1419,1270,42,2116.0,769.173,27.734,2185,2027,12,107705.28,5256.286666666667,sitting
39,33984.433,292018776.152,17088.557,65521,1,9542,25493.62,516017417.569,22716.017,65028,260,48127,26577.813,330521700.112,18180.256,65287,519,14847,1806.02,630.3,25.106,1872,1742,24,1321.793,831.617,28.838,1413,1216,106,2087.66,1417.291,37.647,2181,1906,249,86055.86666666667,5215.473333333333,sitting
40,20286.54,88762899.248,9421.406,62515,6196,27718,10593.173,217468197.423,14746.803,65285,5,19456,47948.9,286092464.037,16914.268,65287,519,16384,1809.62,463.782,21.536,1877,1764,37,1297.26,1943.299,44.083,1413,1208,68,2037.44,3191.393,56.492,2181,1906,72,78828.61333333333,5144.32,sitting
41,15944.593,87013878.121,9328.123,64893,889,6982,9383.113,40744088.14,6383.11,65029,5,0,54386.513,15132083.343,3889.998,64007,44551,6912,1804.62,536.036,23.152,1877,1742,47,1316.647,1212.562,34.822,1420,1244,38,2078.32,1205.684,34.723,2175,2000,3,79714.22,5199.586666666667,sitting
42,18733.1,224685039.477,14989.498,64923,427,9030,19124.687,316717726.082,17796.565,64517,261,6400,49577.0,148924413.867,12203.459,65287,263,3584,1808.873,916.217,30.269,1872,1708,75,1318.62,729.849,27.016,1380,1221,16,2087.833,1171.752,34.231,2157,1984,41,87434.78666666667,5215.326666666667,sitting
43,21093.233,268214225.326,16377.247,64389,572,12730,24133.693,445732037.706,21112.367,65285,5,37632,46580.18,196582305.614,14020.781,65287,2824,25087,1815.593,1388.028,37.256,1939,1686,71,1326.18,2115.321,45.993,1537,1204,131,2103.84,3631.908,60.265,2341,1908,39,91807.10666666667,5245.613333333334,sitting
44,30931.98,480294458.98,21915.621,65215,18,954,30417.307,435161365.586,20860.522,65285,5,2048,33811.12,327034498.066,18084.095,64519,519,8193,1805.207,2526.764,50.267,1981,1584,3,1334.113,2645.314,51.433,1537,1204,3,2116.907,3891.311,62.38,2341,1908,64,95160.40666666666,5256.2266666666665,sitting
45,14213.287,478119875.058,21865.952,65463,54,51270,46347.66,717832403.811,26792.395,65285,5,50689,42167.767,6462904.246,2542.224,49670,35591,4095,1829.46,274.195,16.559,1884,1781,7,1333.473,385.036,19.622,1385,1277,5,2123.627,440.247,20.982,2201,2045,0,102728.71333333333,5286.56,sitting
46,29793.26,738271586.779,27171.154,65463,195,954,38546.22,691681633.025,26299.841,65285,4,0,37088.787,72272975.821,8501.351,65030,7174,3584,1832.213,353.874,18.812,1886,1757,24,1332.633,669.512,25.875,1413,1243,8,2119.307,640.266,25.303,2221,2045,10,105428.26666666666,5284.153333333334,sitting
47,47829.127,549864368.831,23449.187,65497,147,61254,28396.313,777110984.322,27876.71,65285,4,18687,35619.6,20937460.0,4575.747,45831,17927,2304,1823.887,321.06,17.918,1866,1757,20,1327.613,423.704,20.584,1375,1263,2,2110.947,585.65,24.2,2191,2045,41,111845.04,5262.446666666667,sitting
48,52573.473,158858861.929,12603.922,65323,753,6982,11466.027,273156820.906,16527.457,65284,4,4096,33259.6,8729071.2,2954.5,41991,25606,9472,1820.82,214.534,14.647,1859,1780,13,1325.807,401.743,20.044,1383,1277,20,2106.167,485.459,22.033,2160,2029,2,97299.1,5252.793333333333,sitting
49,54814.14,6764281.307,2600.823,61561,49156,6214,6581.493,4136585.717,2033.86,12036,1540,1024,32094.04,3892689.852,1972.99,37895,27911,3840,1817.88,216.706,14.721,1856,1780,9,1327.953,287.204,16.947,1375,1280,13,2111.133,358.182,18.926,2155,2040,8,93489.67333333334,5256.966666666666,sitting
50,53593.687,9061268.295,3010.194,62298,47470,2374,7742.027,71904479.733,8479.651,65284,4,3072,30866.927,5140295.108,2267.222,36615,24583,1280,1819.947,270.57,16.449,1875,1781,5,1334.7,374.89,19.362,1389,1264,5,2120.433,361.619,19.016,2185,2056,14,92202.64,5275.08,sitting
51,53035.42,5529344.27,2351.456,60068,47098,4422,7948.533,4034760.249,2008.671,12548,1540,2048,30933.507,4653664.757,2157.235,35591,25607,0,1812.167,171.326,13.089,1850,1776,33,1337.62,251.356,15.854,1396,1288,14,2123.887,356.167,18.872,2178,2035,52,91917.46,5273.673333333333,sitting
52,53211.02,8256139.193,2873.35,58832,40678,3258,6805.067,7234664.676,2689.733,14340,260,7168,30419.8,4182944.427,2045.225,36359,25095,2048,1815.5,302.423,17.39,1867,1760,19,1337.207,298.911,17.289,1396,1278,13,2123.92,545.487,23.356,2178,2035,46,90435.88666666667,5276.626666666667,sitting
53,51628.753,11890414.066,3448.248,58903,40678,7238,9523.787,8422150.781,2902.094,16132,2820,2816,29981.187,5730412.498,2393.828,35847,24327,1024,1810.993,231.873,15.227,1855,1760,27,1320.973,377.906,19.44,1382,1262,25,2098.147,683.498,26.144,2171,2020,53,91133.72666666667,5230.113333333334,sitting
54,54342.167,6987529.646,2643.394,60303,45791,6842,8074.827,26699101.343,5167.117,63236,516,2304,31366.993,3489742.513,1868.085,35847,26375,7424,1815.153,271.423,16.475,1858,1754,30,1326.1,245.33,15.663,1373,1287,20,2104.72,378.095,19.445,2153,2046,40,93783.98666666666,5245.973333333333,sitting
55,51691.527,30541319.529,5526.42,63273,3105,3398,10121.127,181884080.817,13486.441,65028,260,1536,28963.953,10413361.231,3226.974,39431,22023,7680,1813.38,373.289,19.321,1858,1762,44,1329.967,262.899,16.214,1383,1282,5,2112.24,314.369,17.73,2166,2052,40,90776.60666666667,5255.586666666667,sitting
56,49882.273,6445234.879,2538.747,56064,42725,70,8235.253,5391198.162,2321.895,15108,1540,256,27941.72,4401327.855,2097.934,32775,22535,3072,1802.607,320.892,17.913,1856,1732,6,1320.147,304.005,17.436,1358,1266,13,2094.033,404.259,20.106,2148,2037,41,86059.24666666667,5216.786666666667,sitting
57,51059.687,8492678.642,2914.22,58022,42840,14266,8201.12,27450382.746,5239.311,64516,260,6912,28516.86,5002110.414,2236.54,34311,22279,512,1803.22,240.732,15.516,1850,1751,19,1322.2,362.733,19.046,1367,1266,32,2096.327,565.727,23.785,2160,2028,75,87777.66666666667,5221.746666666667,sitting
58,44389.847,241249935.516,15532.222,64091,1103,38214,17529.907,422034801.311,20543.486,65285,260,3583,30064.64,71372580.097,8448.229,57862,1799,27392,1806.953,485.338,22.03,1864,1751,18,1330.14,314.414,17.732,1368,1291,16,2110.0,526.373,22.943,2160,2028,22,91984.39333333333,5247.093333333333,sitting
59,35641.287,336902569.458,18354.906,65434,155,23994,39412.147,467546838.778,21622.831,65285,517,26882,30489.027,391793616.266,19793.777,65031,6,31233,1833.353,353.362,18.798,1890,1776,2,1332.693,368.986,19.209,1373,1231,5,2120.8,478.827,21.882,2179,2027,83,105542.46,5286.846666666666,sitting
60,33454.86,356000474.587,18867.975,64543,89,17734,35677.167,297208324.019,17239.731,64774,6,9215,30540.813,379605614.338,19483.47,65287,6,2047,1839.967,1185.566,34.432,1935,1718,122,1316.44,842.286,29.022,1444,1238,54,2094.02,1440.406,37.953,2206,1987,47,99672.84,5250.426666666666,sitting
61,24003.153,423179665.223,20571.331,63733,2,37958,38073.053,136501423.877,11683.382,61445,4869,49406,29667.107,124941877.282,11177.74,62728,1543,44545,1811.487,1322.57,36.367,1935,1718,17,1329.92,1022.274,31.973,1400,1238,45,2112.673,1322.433,36.365,2188,1987,75,91743.31333333334,5254.08,sitting
62,28933.527,377608769.556,19432.158,65122,570,31674,30707.493,190626869.303,13806.769,64260,517,8194,33006.307,273602026.999,16540.92,64777,9,19970,1806.96,272.012,16.493,1862,1759,9,1341.067,258.289,16.071,1381,1298,32,2131.007,351.927,18.76,2169,2083,50,92647.32666666666,5279.033333333334,sitting
63,27330.78,555873685.092,23576.974,65125,268,38470,32375.62,38881623.836,6235.513,49156,7427,5375,25023.613,153633280.637,12394.889,64265,9,27392,1804.473,230.956,15.197,1856,1749,2,1335.96,262.465,16.201,1376,1292,35,2117.533,289.969,17.028,2162,2072,14,84730.01333333334,5257.966666666666,sitting
64,39139.02,597892368.313,24451.838,65125,408,49082,26891.9,24128067.93,4912.033,38659,16387,9473,28114.387,82216735.357,9067.344,55305,3593,20224,1804.26,212.686,14.584,1840,1754,35,1326.353,216.788,14.724,1381,1290,9,2102.607,208.999,14.457,2137,2036,13,94145.30666666667,5233.22,sitting
65,40340.327,569647086.953,23867.281,65027,770,24902,25060.633,27253299.019,5220.469,38147,9987,1791,30343.293,246248240.287,15692.299,65289,9,16128,1808.987,181.293,13.465,1841,1774,21,1320.667,266.929,16.338,1381,1275,11,2094.52,345.383,18.584,2137,2036,2,95744.25333333333,5224.173333333333,sitting
66,33247.233,535204803.672,23134.494,65481,1275,39866,21637.22,31170775.745,5583.079,38147,9987,257,31923.667,556257917.156,23585.121,65289,9,17664,1808.76,188.182,13.718,1847,1774,5,1321.607,209.772,14.484,1368,1286,36,2091.68,238.964,15.458,2133,2037,49,86808.12,5222.046666666667,sitting
67,44589.553,586838667.42,24224.753,65420,122,1094,19807.42,19542335.817,4420.671,32515,5380,2816,23656.573,106743766.858,10331.688,56585,1033,5120,1806.96,163.332,12.78,1847,1773,7,1313.68,180.404,13.431,1349,1278,24,2079.427,227.858,15.095,2127,2013,19,88053.54666666666,5200.066666666667,sitting
68,43428.833,646666278.659,25429.634,65524,191,12474,22759.987,12367497.56,3516.745,32260,8195,1536,20833.747,45161282.856,6720.214,51977,7689,33280,1807.833,191.712,13.846,1839,1760,17,1317.28,292.242,17.095,1361,1274,21,2086.447,246.54,15.702,2126,2026,11,87022.56666666667,5211.56,sitting
69,40342.993,498119011.007,22318.58,65112,115,4678,18657.14,61125328.867,7818.269,32771,515,18176,33418.707,436727313.567,20898.022,65033,521,50944,1804.18,224.508,14.984,1844,1760,1,1312.847,282.956,16.821,1370,1258,26,2080.507,216.29,14.707,2113,2023,3,92418.84,5197.533333333334,sitting
70,49171.393,323724410.559,17992.343,65034,17,14522,11818.367,16909469.046,4112.112,21507,515,1280,25805.267,250959553.422,15841.703,65033,1033,28160,1806.14,215.707,14.687,1844,1762,18,1313.82,254.761,15.961,1370,1274,34,2078.467,292.809,17.112,2120,2023,18,86795.02666666667,5198.426666666666,sitting
71,44469.34,452686101.638,21276.421,64866,257,53318,15661.92,124589412.314,11161.963,65028,260,11777,30445.653,184451873.853,13581.306,63753,3593,15872,1804.9,202.157,14.218,1842,1756,28,1313.78,226.598,15.053,1357,1277,15,2079.24,251.729,15.866,2114,2023,1,90576.91333333333,5197.92,sitting
72,30797.047,469414642.844,21665.979,63119,108,15546,19017.427,224806840.445,14993.56,65283,516,15615,33350.333,321253945.849,17923.558,65289,1033,20480,1806.707,171.741,13.105,1840,1758,45,1309.96,244.878,15.649,1350,1264,24,2072.92,271.434,16.475,2124,2019,21,83164.80666666667,5189.586666666667,sitting
73,50964.54,266988568.368,16339.785,64775,508,25530,14746.987,11835014.706,3440.206,32003,7427,19200,30785.32,261272694.511,16163.932,65289,2825,12800,1804.353,204.028,14.284,1842,1762,7,1308.247,183.546,13.548,1355,1279,45,2070.907,193.125,13.897,2105,2024,22,96496.84666666666,5183.506666666667,sitting
74,38901.633,399260304.472,19981.499,64447,192,28486,16564.72,217645884.842,14752.826,65284,3,10752,36412.12,341160517.706,18470.531,65289,1033,39424,1807.847,227.303,15.077,1849,1762,3,1314.5,244.57,15.639,1355,1249,3,2080.58,224.364,14.979,2114,2024,8,91878.47333333333,5202.926666666666,sitting
75,35960.86,448435189.894,21176.288,65259,52,37958,21857.18,334041803.081,18276.811,65284,4,47873,34403.293,318614601.407,17849.779,65289,777,14591,1807.32,186.711,13.664,1843,1773,22,1314.18,191.281,13.83,1351,1276,3,2079.387,187.344,13.687,2117,2031,6,92221.33333333333,5200.886666666666,sitting
76,43729.42,413803861.604,20342.17,65497,174,6214,18285.007,208224535.367,14429.987,65284,516,1536,33824.807,266966688.369,16339.115,64521,9,12288,1804.713,177.458,13.321,1838,1759,14,1308.667,249.369,15.791,1351,1236,17,2071.34,278.771,16.696,2117,2026,14,95839.23333333334,5184.72,sitting
77,47219.367,311545450.926,17650.65,65135,55,37190,14491.013,88360721.4,9400.038,65283,3,6144,33176.333,152676919.049,12356.25,65033,265,10496,1806.767,166.086,12.887,1842,1759,24,1311.607,235.079,15.332,1352,1265,18,2075.453,204.288,14.293,2115,2038,10,94886.71333333333,5193.826666666667,sitting
78,41861.953,500542382.578,22372.805,65230,25,4934,14276.087,101582115.746,10078.795,65027,3,54016,27173.987,282904097.613,16819.753,62473,265,31743,1806.633,159.646,12.635,1834,1767,26,1307.853,193.525,13.911,1356,1254,4,2069.347,209.773,14.484,2108,2020,72,83312.02666666667,5183.833333333333,sitting
79,49956.487,331635265.01,18210.856,65468,25,27322,13822.013,79976604.186,8942.964,65284,772,54015,20883.213,62654100.301,7915.434,57353,3848,21505,1807.18,168.148,12.967,1841,1770,8,1308.933,211.476,14.542,1358,1274,54,2071.333,323.102,17.975,2112,2013,17,84661.71333333333,5187.446666666667,sitting
80,31657.42,328598570.937,18127.288,65482,1533,20038,24595.54,410239107.568,20254.36,65284,516,10755,29349.587,299453026.002,17304.711,64776,9,2817,1810.113,317.967,17.832,1856,1747,3,1321.207,450.191,21.218,1391,1274,18,2093.3,850.223,29.159,2152,2013,85,85602.54666666666,5224.62,sitting
81,42953.66,377482980.144,19428.921,65434,724,46266,40678.6,195439641.267,13979.973,65284,261,1024,28805.527,244421058.609,15633.971,65285,518,6401,1811.12,276.146,16.618,1860,1761,54,1342.207,489.057,22.115,1391,1273,7,2133.733,731.836,27.052,2191,2047,12,112437.78666666667,5287.06,sitting
82,48771.5,138081179.85,11750.795,64479,724,14662,44089.953,12632919.084,3554.282,58373,36613,6400,20161.027,16129630.026,4016.171,34055,11015,10752,1814.52,207.423,14.402,1854,1766,6,1351.267,347.249,18.635,1410,1297,16,2147.953,366.351,19.14,2198,2073,26,113022.48,5313.74,sitting
