Iterazione,AccelX_T1_Mean,AccelX_T1_Variance,AccelX_T1_StdDev,AccelX_T1_Max,AccelX_T1_Min,AccelX_T1_AbsDerivative,AccelY_T1_Mean,AccelY_T1_Variance,AccelY_T1_StdDev,AccelY_T1_Max,AccelY_T1_Min,AccelY_T1_AbsDerivative,AccelZ_T1_Mean,AccelZ_T1_Variance,AccelZ_T1_StdDev,AccelZ_T1_Max,AccelZ_T1_Min,AccelZ_T1_AbsDerivative,AccelX_T2_Mean,AccelX_T2_Variance,AccelX_T2_StdDev,AccelX_T2_Max,AccelX_T2_Min,AccelX_T2_AbsDerivative,AccelY_T2_Mean,AccelY_T2_Variance,AccelY_T2_StdDev,AccelY_T2_Max,AccelY_T2_Min,AccelY_T2_AbsDerivative,AccelZ_T2_Mean,AccelZ_T2_Variance,AccelZ_T2_StdDev,AccelZ_T2_Max,AccelZ_T2_Min,AccelZ_T2_AbsDerivative,AccelT1_SMA,AccelT2_SMA,Label
3,1698.087,25290.332,159.029,1951,1254,156,1075.64,57762.284,240.338,1398,379,468,1868.233,8937.232,94.537,2121,1664,233,1905.02,29725.46,172.411,2283,1498,75,1242.893,98679.122,314.132,1918,525,431,1793.333,27148.689,164.769,2133,1294,387,4641.96,4941.246666666667,walking
4,1664.753,31570.479,177.681,1962,1220,21,1043.62,65248.916,255.439,1484,448,523,1839.573,10088.205,100.44,2072,1686,154,1926.98,33618.566,183.354,2293,1570,226,1221.427,73600.605,271.294,1918,680,160,1777.8,32407.547,180.021,2221,1336,283,4547.946666666667,4926.206666666667,walking
5,1692.98,42358.553,205.812,1997,1092,27,1073.5,190038.69,435.934,2022,20,1236,2015.733,115076.222,339.229,2966,1619,749,1921.033,53569.806,231.452,2422,1380,152,1214.567,205416.326,453.229,2094,22,160,1687.487,52730.73,229.632,2326,924,52,4782.213333333333,4823.086666666667,walking
6,1798.467,83526.316,289.009,2449,868,289,2101.807,141433.343,376.076,3231,1378,813,2610.713,168282.604,410.223,3345,1850,518,1936.913,192715.172,438.993,3031,37,122,1420.247,649371.986,805.836,2738,14,691,1575.46,232569.728,482.255,2715,13,514,6510.986666666667,4932.62,walking
7,1233.727,410775.519,640.918,2292,22,463,2233.48,200545.863,447.823,3231,663,334,2295.993,152248.313,390.19,3250,1684,221,1883.727,255701.145,505.669,3031,37,411,1545.393,766456.132,875.475,2897,14,416,1469.507,365347.077,604.439,3100,13,243,5763.2,4898.626666666667,walking
8,1432.313,236601.415,486.417,2215,22,526,1416.153,559756.103,748.168,2738,18,317,2041.3,57680.263,240.167,2855,1376,372,1875.793,124598.897,352.986,2524,18,433,1429.773,607287.402,779.286,2897,13,936,1552.087,293026.826,541.32,2961,13,687,4889.766666666666,4857.653333333334,walking
9,1730.027,22690.453,150.634,2100,1365,266,1063.1,87628.61,296.021,1557,19,1293,1958.347,14304.066,119.6,2177,1664,301,1884.68,36721.111,191.628,2351,1529,11,1255.78,121793.185,348.989,1943,63,988,1781.807,28652.209,169.27,2240,1274,675,4751.473333333333,4922.266666666666,walking
10,1704.2,20114.36,141.825,2040,1400,98,1121.187,48437.565,220.085,1507,368,24,1957.653,21777.186,147.571,2210,1663,68,1877.387,18130.997,134.651,2132,1559,16,1225.44,69290.393,263.231,1670,490,582,1789.227,30301.122,174.072,2162,1320,317,4783.04,4892.053333333333,walking
11,1648.127,21383.817,146.232,1882,1306,11,1133.673,53822.02,231.996,1538,593,376,1916.393,18888.479,137.435,2120,1576,253,1850.027,25073.399,158.346,2212,1509,184,1205.567,90223.246,300.372,1863,540,643,1782.367,32809.006,181.133,2191,1312,365,4698.193333333334,4837.96,walking
12,1656.227,21274.295,145.857,1891,1283,215,1127.387,52204.477,228.483,1556,573,227,1976.48,35108.556,187.373,2525,1576,639,1839.587,32070.616,179.083,2182,1485,282,1204.147,103087.005,321.072,1859,397,432,1786.013,41613.253,203.993,2193,1283,288,4760.093333333333,4829.746666666667,walking
13,1642.627,14201.514,119.17,1855,1329,3,1616.433,29256.566,171.046,1855,1188,298,2519.287,32358.604,179.885,2802,2039,381,1864.227,18394.695,135.627,2192,1525,495,1198.467,78493.822,280.167,1888,469,175,1800.287,32250.924,179.585,2155,1308,141,5778.346666666666,4862.98,walking
14,1556.473,11043.916,105.09,1781,1254,29,1564.52,19276.65,138.84,1805,1204,470,2529.833,9764.472,98.815,2697,2330,67,1892.793,14624.964,120.934,2194,1509,353,1196.873,87006.257,294.968,1815,455,20,1772.4,22946.68,151.482,2040,1383,158,5650.826666666667,4862.066666666667,walking
15,1576.74,10593.206,102.923,1816,1372,217,1342.253,43512.922,208.598,1705,703,440,2290.6,37543.747,193.762,2607,1880,416,1921.753,26350.386,162.328,2213,1550,21,1200.24,72122.076,268.556,1853,635,65,1794.007,27410.167,165.56,2100,1333,226,5209.593333333333,4916.0,walking
16,1714.16,8087.121,89.928,1872,1448,231,1125.453,31814.261,178.366,1416,672,138,2017.78,10317.185,101.574,2234,1809,268,1922.073,19654.695,140.195,2188,1455,177,1192.867,65326.916,255.591,1756,701,140,1793.02,29957.086,173.081,2151,1327,137,4857.393333333333,4907.96,walking
17,1734.327,9965.233,99.826,1888,1466,283,1105.313,25964.908,161.136,1395,672,270,1946.367,9687.179,98.423,2146,1756,62,1890.993,25271.887,158.971,2225,1425,113,1190.113,65440.234,255.813,1725,659,272,1773.56,29796.393,172.616,2126,1293,286,4786.006666666667,4854.666666666667,walking
18,1660.48,19074.756,138.111,1888,1369,18,1116.327,26930.073,164.104,1485,737,37,1917.013,13157.24,114.705,2110,1647,168,1856.12,38717.492,196.768,2301,1224,46,1208.22,131261.118,362.3,2023,243,208,1783.607,33235.225,182.305,2262,1293,240,4693.82,4847.946666666667,walking
19,1718.787,10482.408,102.384,1962,1372,248,1108.92,22360.34,149.534,1427,772,261,1942.82,9992.721,99.964,2110,1756,219,1878.82,20199.374,142.125,2199,1549,122,1201.493,55480.29,235.543,1942,753,58,1777.12,32368.212,179.912,2126,1262,175,4770.526666666667,4857.433333333333,walking
20,1755.34,11989.251,109.495,1962,1424,51,1104.4,65048.133,255.045,1674,480,478,1964.033,15685.872,125.243,2198,1738,83,1900.2,25627.947,160.087,2270,1576,37,1197.04,35440.425,188.256,1742,719,64,1802.333,36390.782,190.764,2146,1319,333,4823.7733333333335,4899.573333333334,walking
21,1686.56,19206.446,138.587,1947,1392,31,1110.24,73187.956,270.533,1674,484,322,1882.567,10281.299,101.397,2122,1738,37,1919.147,16147.778,127.074,2310,1681,138,1192.827,44773.437,211.597,1727,723,35,1819.533,24580.849,156.783,2110,1417,393,4679.366666666667,4931.506666666667,walking
22,1693.22,17310.225,131.568,1987,1386,69,1091.533,26450.902,162.637,1408,639,133,1839.94,10444.403,102.198,2049,1632,169,1883.513,23771.983,154.182,2268,1467,73,1198.5,87662.89,296.079,1835,538,504,1813.28,24047.002,155.071,2167,1416,285,4624.693333333334,4895.293333333333,walking
23,1699.047,22219.631,149.063,1996,1418,226,1060.073,27457.055,165.702,1370,530,32,1813.54,16911.555,130.044,2043,1559,101,1862.48,26689.303,163.369,2253,1417,109,1199.58,100195.684,316.537,2038,564,592,1834.627,30607.474,174.95,2119,1331,606,4572.66,4896.6866666666665,walking
24,1718.06,14976.536,122.379,1943,1323,347,1070.6,31483.347,177.435,1335,533,238,1832.24,28257.996,168.101,2185,1559,182,1874.273,31730.159,178.13,2277,1505,311,1183.933,86902.822,294.793,1809,534,223,1789.893,38608.589,196.491,2192,1297,598,4620.9,4848.1,walking
25,1674.387,27202.997,164.933,1986,1260,317,1072.52,42378.356,205.86,1366,474,329,1834.027,13068.026,114.315,2065,1613,311,1898.96,20704.905,143.892,2213,1588,297,1184.68,58917.511,242.729,1699,576,119,1751.587,41858.602,204.594,2124,1221,369,4580.933333333333,4835.2266666666665,walking
26,1670.92,27440.66,165.652,2039,1260,150,1077.693,39049.799,197.61,1458,587,134,1822.76,7098.782,84.254,2054,1628,209,1905.5,18145.263,134.704,2197,1480,167,1190.08,50735.86,225.246,1655,738,255,1767.753,36059.692,189.894,2119,1221,237,4571.373333333333,4863.333333333333,walking
27,1672.8,17286.32,131.477,1950,1429,273,1086.693,21916.133,148.041,1350,656,99,1816.133,8501.822,92.205,2009,1673,231,1886.4,16191.32,127.245,2188,1518,243,1194.44,55538.513,235.666,1728,730,216,1782.74,35434.099,188.239,2182,1360,79,4575.626666666667,4863.58,walking
28,1673.467,14140.236,118.913,1918,1466,174,1093.6,21205.827,145.622,1370,637,124,1826.807,11201.449,105.837,1997,1663,182,1880.887,24984.154,158.064,2163,1303,213,1198.693,69225.666,263.108,1847,680,57,1806.027,27747.106,166.575,2155,1415,80,4593.873333333333,4885.606666666667,walking
29,1670.32,15590.564,124.862,1947,1429,77,1090.7,18256.237,135.116,1370,642,100,1834.793,13083.591,114.384,2041,1663,110,1883.393,24648.799,156.999,2185,1464,113,1198.507,66566.77,258.005,1812,718,31,1813.287,40509.684,201.27,2247,1281,119,4595.8133333333335,4895.1866666666665,walking
30,1679.647,13580.895,116.537,1918,1460,16,1086.593,24331.055,155.984,1343,571,213,1837.88,11233.332,105.987,2027,1666,73,1908.28,24001.175,154.923,2294,1505,40,1198.233,60311.086,245.583,1726,704,186,1806.587,35238.109,187.718,2176,1329,60,4604.12,4913.1,walking
31,1652.733,16067.249,126.757,1913,1402,134,1089.427,44876.578,211.841,1421,516,223,1867.88,10228.132,101.134,2155,1676,66,1924.227,19652.029,140.186,2225,1587,201,1192.347,59986.56,244.922,1689,645,6,1785.74,33414.832,182.797,2161,1329,117,4610.04,4902.3133333333335,walking
32,1636.413,25825.042,160.702,1932,1267,78,1114.207,43073.497,207.542,1481,516,123,1862.88,11294.892,106.277,2155,1587,137,1885.12,20140.052,141.916,2225,1599,131,1190.38,64485.449,253.94,1715,542,134,1752.353,48585.522,220.421,2268,1218,54,4613.5,4827.8533333333335,walking
33,1682.513,22728.196,150.759,1922,1200,76,1079.833,33638.566,183.408,1343,509,74,1804.52,14671.09,121.124,2061,1557,75,1858.047,17350.218,131.72,2181,1505,262,1208.333,77334.876,278.091,1693,542,654,1755.38,42694.182,206.626,2163,1288,189,4566.866666666667,4821.76,walking
34,1688.433,17159.739,130.995,1922,1400,367,1073.28,24151.335,155.407,1266,549,8,1838.787,19021.821,137.92,2097,1557,416,1881.46,31217.848,176.686,2201,1382,48,1234.107,75293.135,274.396,1833,437,415,1775.693,51035.559,225.911,2234,1219,64,4600.5,4891.26,walking
35,1675.46,25072.675,158.344,2105,1394,61,1100.353,26490.215,162.758,1386,553,163,1862.807,16075.489,126.789,2099,1571,83,1907.0,28589.133,169.083,2214,1501,415,1239.4,75508.347,274.788,1772,589,393,1800.627,34062.967,184.562,2164,1249,373,4638.62,4947.026666666667,walking
36,1665.073,29176.095,170.81,2105,1323,355,1095.133,33071.342,181.855,1386,465,547,1832.527,10312.436,101.55,2083,1571,64,1920.14,20912.774,144.612,2284,1628,387,1215.467,77817.356,278.958,1752,528,641,1800.647,37333.522,193.219,2173,1261,117,4592.733333333334,4936.253333333333,walking
37,1632.553,26820.674,163.77,1916,1356,262,1073.74,48554.072,220.35,1530,455,502,1828.193,11227.196,105.958,2031,1584,152,1883.74,25806.686,160.645,2232,1448,6,1206.147,83494.312,288.954,1857,469,208,1814.373,48160.621,219.455,2306,1221,488,4534.486666666667,4904.26,walking
38,1642.173,25593.877,159.981,1947,1356,25,1023.487,37741.85,194.273,1327,455,351,1850.433,16365.339,127.927,2040,1557,6,1864.127,24806.431,157.501,2224,1448,389,1201.653,78337.4,279.888,1819,449,299,1812.047,58737.938,242.359,2306,1221,56,4516.093333333333,4877.826666666667,walking
39,1648.607,15199.039,123.284,1873,1362,115,1022.167,42418.526,205.958,1308,455,10,1860.507,18871.357,137.373,2059,1536,119,1851.687,28134.868,167.735,2165,1501,105,1195.36,87061.47,295.062,1901,540,29,1811.94,44450.776,210.834,2223,1298,304,4531.28,4858.986666666667,walking
40,1621.08,36938.834,192.195,2125,1088,258,1068.327,47883.753,218.824,1422,455,423,1859.76,11925.636,109.205,2169,1573,136,1892.813,20941.698,144.712,2184,1501,128,1211.973,78352.066,279.914,1828,606,609,1796.507,41620.077,204.01,2223,1270,300,4549.166666666667,4901.293333333333,walking
41,1643.76,33644.916,183.426,2125,1088,465,1088.76,67878.742,260.535,1422,385,647,1835.013,10786.56,103.858,2169,1557,69,1876.627,27455.994,165.699,2216,1539,161,1232.607,90106.172,300.177,1785,446,582,1762.687,31014.108,176.108,2175,1332,290,4567.533333333334,4871.92,walking
42,1668.6,32881.28,181.332,1940,1110,132,1094.72,23508.708,153.325,1281,607,11,1841.86,11411.227,106.823,2533,1668,310,1849.54,29443.395,171.591,2193,1352,35,1251.607,57219.559,239.206,1803,680,647,1800.527,34727.663,186.354,2188,1285,207,4605.18,4901.673333333333,walking
43,1698.74,17364.299,131.774,1904,1428,356,1085.407,29643.695,172.173,1447,546,245,1802.033,19864.166,140.94,2063,1504,208,1839.653,23782.106,154.214,2172,1548,4,1235.133,69184.742,263.03,1803,520,276,1803.087,38274.772,195.639,2272,1238,254,4586.18,4877.873333333333,walking
44,1706.567,16294.526,127.65,1965,1436,56,1117.727,41770.305,204.378,1451,394,82,1842.107,16083.055,126.819,2088,1575,37,1881.147,26317.725,162.227,2247,1579,353,1212.827,84026.33,289.873,1745,442,382,1787.573,30816.218,175.545,2226,1252,194,4666.4,4881.546666666667,walking
45,1615.207,26009.111,161.273,1903,1240,220,1129.96,54653.372,233.781,1424,516,436,1801.6,9888.907,99.443,1998,1533,189,1863.16,18100.294,134.537,2247,1597,5,1203.507,71965.663,268.264,1750,667,567,1783.76,34900.742,186.817,2226,1212,441,4546.766666666666,4850.426666666666,walking
46,1660.227,16961.709,130.237,1932,1409,158,1107.567,50294.619,224.265,1459,512,107,1805.313,13520.055,116.276,1996,1533,108,1842.067,23730.916,154.048,2165,1376,313,1192.533,88344.062,297.227,1845,484,25,1758.14,42589.04,206.371,2155,1147,112,4573.106666666667,4792.74,walking
47,1702.533,12443.862,111.552,1891,1496,143,1084.493,35729.637,189.023,1422,444,51,1832.12,20547.572,143.344,2060,1542,59,1875.653,30916.16,175.83,2142,1327,90,1179.84,80256.188,283.295,1828,484,74,1756.52,41917.836,204.738,2072,1147,322,4619.1466666666665,4812.013333333333,walking
48,1707.14,28844.8,169.838,2032,1363,33,1054.52,36479.25,190.995,1311,526,5,1822.133,18865.249,137.351,2051,1556,190,1891.333,39101.276,197.74,2358,1523,290,1219.213,138262.674,371.837,2095,442,665,1747.467,52778.836,229.736,2169,1035,33,4583.793333333333,4858.013333333333,walking
49,1667.793,41975.204,204.879,2024,1143,533,995.6,30333.24,174.164,1352,507,92,1827.913,20158.999,141.982,2114,1538,426,1895.053,33352.624,182.627,2358,1386,167,1232.34,115032.384,339.164,1930,293,650,1767.14,65858.787,256.63,2277,1035,311,4491.306666666666,4894.533333333334,walking
50,1602.747,68339.736,261.419,2295,1000,331,994.04,75027.732,273.912,1568,298,156,1865.393,16325.452,127.771,2114,1580,195,1889.08,27479.447,165.769,2251,1463,304,1219.98,133373.14,365.203,1990,451,672,1809.493,34178.503,184.874,2166,1274,332,4462.18,4918.553333333333,walking
51,1623.327,78316.5,279.851,2295,1000,404,971.88,36094.786,189.986,1327,559,243,1853.253,18071.136,134.429,2225,1627,82,1889.427,24163.418,155.446,2182,1484,370,1211.44,152410.913,390.398,1990,427,75,1792.873,38819.377,197.026,2139,1280,110,4448.46,4893.74,walking
52,1631.613,43953.464,209.651,2002,1196,145,927.847,33531.383,183.116,1226,530,84,1843.173,33395.303,182.744,2225,1475,90,1860.313,25552.228,159.851,2252,1391,34,1188.173,109931.09,331.559,1871,409,138,1783.627,56447.941,237.588,2329,1124,152,4402.633333333333,4832.113333333334,walking
53,1658.947,21635.09,147.089,1918,1316,592,973.607,30247.905,173.919,1249,480,58,1857.247,24624.852,156.923,2156,1524,305,1866.947,32688.717,180.8,2219,1391,25,1214.993,86873.313,294.743,1812,476,568,1773.473,52514.809,229.161,2329,1169,83,4489.8,4855.413333333333,walking
54,1658.92,43632.847,208.885,2030,1252,214,976.067,42093.782,205.168,1375,462,358,1814.547,31023.394,176.135,2212,1499,173,1902.48,30933.863,175.88,2268,1407,160,1221.66,72635.758,269.51,1713,476,810,1731.647,35040.775,187.192,2094,1227,100,4449.533333333334,4855.786666666667,walking
55,1681.333,28318.596,168.281,1969,1311,230,1012.3,28961.21,170.18,1315,657,145,1846.727,20761.545,144.089,2212,1571,443,1884.64,25698.35,160.307,2199,1516,166,1242.153,79956.37,282.766,1923,579,581,1793.38,29376.529,171.396,2177,1365,383,4540.36,4920.173333333333,walking
56,1696.427,30758.178,175.38,1969,1267,290,1016.267,34986.142,187.046,1248,415,345,1789.68,14823.124,121.75,2048,1594,267,1865.4,24570.747,156.751,2152,1556,101,1232.38,105619.262,324.991,1923,425,4,1820.46,32715.275,180.874,2184,1240,262,4502.373333333333,4918.24,walking
57,1695.74,20970.392,144.812,1901,1340,242,1057.16,22557.574,150.192,1257,608,75,1784.847,21316.556,146.002,2064,1594,59,1840.0,31124.613,176.422,2115,1265,295,1222.773,100108.282,316.399,1921,546,364,1828.827,47891.17,218.841,2287,1243,322,4537.746666666667,4891.6,walking
58,1640.427,32469.218,180.192,1895,1106,285,1091.06,53772.203,231.888,1430,337,105,1837.053,23739.717,154.077,2138,1528,105,1878.78,27560.078,166.012,2216,1542,186,1198.74,80347.152,283.456,1921,518,446,1794.613,46994.637,216.782,2264,1236,163,4568.54,4872.133333333333,walking
59,1647.987,20475.64,143.093,1929,1376,114,1075.06,47962.776,219.004,1425,425,334,1806.293,17092.034,130.737,2075,1528,25,1901.573,18068.965,134.421,2216,1562,85,1190.107,91445.749,302.4,1897,478,84,1781.02,44985.153,212.097,2183,1198,372,4529.34,4872.7,walking
60,1718.387,215941.184,464.695,2551,520,234,1327.24,947656.209,973.476,3091,14,1675,1901.66,276014.318,525.371,3362,1192,421,1919.007,33578.033,183.243,2340,1489,51,1209.967,96339.832,310.387,1850,275,409,1807.487,41743.97,204.313,2229,1198,7,4947.286666666667,4936.46,walking
61,1875.24,73842.076,271.739,2551,1297,841,1914.26,1132393.379,1064.14,3091,20,1387,2011.693,57086.053,238.927,2468,1333,652,1969.887,32348.687,179.857,2340,1522,236,1236.927,84425.001,290.56,1920,631,375,1828.427,44167.365,210.16,2191,1164,173,5801.193333333334,5035.24,walking
62,1683.553,27141.7,164.747,2097,1377,304,1032.773,87244.109,295.371,1472,49,1176,1900.193,35581.036,188.629,2411,1549,485,1955.313,26658.628,163.275,2269,1418,99,1241.9,97314.343,311.952,2095,515,172,1787.2,36309.267,190.55,2205,1274,602,4616.52,4984.413333333333,walking
63,1654.94,34137.43,184.763,2097,1198,93,1058.1,46293.023,215.158,1450,527,145,1851.247,16822.359,129.701,2202,1602,39,1940.44,23448.113,153.128,2249,1497,69,1215.573,62636.498,250.273,1754,619,406,1755.94,25424.083,159.449,2027,1332,124,4564.286666666667,4911.953333333333,walking
64,1659.987,56601.52,237.911,2342,1343,496,1062.247,44936.746,211.983,1515,597,87,1702.727,34372.199,185.397,1996,1310,54,1994.62,26069.249,161.46,2400,1688,243,1209.473,73040.769,270.261,1753,438,130,1686.627,31279.967,176.861,2112,1198,115,4424.96,4890.72,walking
65,1523.873,16800.364,129.616,1767,1197,131,1133.64,16500.79,128.455,1380,738,428,1797.48,23613.05,153.665,2004,1310,545,1867.933,19531.889,139.757,2116,1396,567,1203.053,31386.504,177.162,1737,797,524,1751.553,24553.74,156.696,2088,1201,37,4454.993333333333,4822.54,walking
66,1640.0,14242.453,119.342,1875,1384,255,1059.927,50341.628,224.369,1459,504,438,1843.52,24240.636,155.694,2148,1550,90,1854.407,28105.441,167.647,2222,1306,177,1203.48,84663.756,290.97,1833,563,332,1715.507,59343.197,243.605,2150,1061,22,4543.446666666667,4773.393333333333,walking
67,1624.787,19471.674,139.541,1905,1274,191,995.38,44223.969,210.295,1369,456,18,1865.333,27404.769,165.544,2148,1470,274,1876.273,28847.572,169.846,2184,1306,81,1182.587,115940.736,340.501,2049,483,507,1766.187,53674.845,231.678,2250,1197,225,4485.5,4825.046666666667,walking
68,1669.74,19891.352,141.037,1978,1325,397,987.44,45800.833,214.011,1337,409,328,1846.7,27783.797,166.685,2163,1465,427,1855.307,31881.559,178.554,2235,1452,370,1237.32,152722.591,390.797,2031,290,312,1780.273,52820.065,229.826,2250,1055,212,4503.88,4872.9,walking
69,1672.74,25343.939,159.198,1987,1346,257,1014.62,35319.929,187.936,1317,394,646,1799.813,34206.058,184.949,2206,1507,456,1827.207,32567.977,180.466,2200,1408,3,1257.213,101228.234,318.164,1945,390,242,1785.567,43611.526,208.834,2242,1194,498,4487.173333333333,4869.986666666667,walking
70,1707.773,33441.335,182.87,2028,1250,175,1004.24,42429.542,205.984,1377,216,253,1777.553,66135.06,257.167,2494,1454,255,1831.14,41054.614,202.619,2393,1246,295,1207.453,105012.328,324.056,1754,390,513,1766.98,42786.18,206.848,2173,1158,436,4489.566666666667,4805.573333333334,walking
71,1736.053,20694.904,143.857,2051,1478,47,1006.28,41444.962,203.58,1416,572,115,1777.367,39302.619,198.249,2212,1546,273,1837.353,37403.735,193.4,2242,1439,28,1211.213,170425.488,412.826,2064,139,436,1757.64,56985.67,238.717,2244,1063,39,4519.7,4806.206666666667,walking
72,1681.46,39764.502,199.41,2134,1268,65,1021.473,29929.236,173.001,1416,653,174,1770.853,33858.632,184.007,2168,1444,244,1847.28,27343.615,165.359,2242,1345,546,1207.553,117566.127,342.879,1908,411,839,1781.58,59650.324,244.234,2358,1063,103,4473.786666666667,4836.413333333333,walking
73,1684.167,40970.846,202.413,2134,1329,569,1005.2,26017.72,161.3,1316,554,319,1809.507,33436.637,182.857,2143,1489,654,1844.513,28058.37,167.506,2236,1446,305,1221.58,87466.87,295.748,1709,459,26,1731.7,46749.13,216.215,2192,1122,54,4498.873333333333,4797.793333333333,walking
74,1657.933,18930.476,137.588,1946,1326,293,1008.253,31288.136,176.885,1319,495,359,1850.887,53646.34,231.617,2247,1437,299,1829.187,42405.552,205.926,2129,1026,96,1248.067,94878.702,308.024,1902,555,226,1736.32,41504.244,203.726,2128,1169,232,4517.073333333334,4813.573333333334,walking
75,1692.3,31988.757,178.854,2125,1275,134,1009.46,34449.288,185.605,1360,524,478,1879.96,39818.652,199.546,2229,1432,24,1846.44,33895.286,184.107,2171,1395,54,1210.187,116739.192,341.671,1971,455,845,1763.5,34484.103,185.699,2129,1198,266,4581.72,4820.126666666667,walking
76,1669.407,33413.281,182.793,2169,1275,395,962.913,41670.706,204.134,1360,426,612,1856.487,29960.196,173.09,2165,1394,109,1857.873,23672.791,153.86,2198,1543,68,1206.907,136914.765,370.02,1925,456,430,1757.887,49085.434,221.552,2175,1105,149,4488.806666666666,4822.666666666667,walking
77,1625.553,27448.314,165.675,1944,1300,35,954.667,44644.916,211.293,1236,292,14,1845.507,23053.183,151.833,2095,1544,253,1835.74,27327.086,165.309,2180,1516,53,1176.107,122403.482,349.862,2025,467,141,1794.84,53248.228,230.756,2209,1152,234,4425.7266666666665,4806.6866666666665,walking
78,1636.353,16080.655,126.81,1872,1395,477,1005.153,54256.303,232.93,1366,292,247,1823.28,34712.962,186.314,2241,1488,555,1800.647,33464.882,182.934,2129,1292,264,1204.373,118799.554,344.673,2033,495,795,1742.613,51739.557,227.463,2189,1101,197,4464.786666666667,4747.633333333333,walking
